Material,Type of steel profile,Type of connnection,Lateral load resisting system,Height,Irregularities,Ductility,Type of block
Steel,Hot formed members,Welded connection,Hybrid,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Hybrid,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,High-rise (7-12 floors),Unknown,Unknown,-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Regular,Unknown,-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Irregular-soft storey,Unknown,-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Irregular-torsion,Unknown,-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Tall (>12 floors),Unknown,Unknown,-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Regular,Unknown,-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Irregular-soft storey,Unknown,-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Irregular-torsion,Unknown,-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Hybrid,Unknown,Unknown,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Regular,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Irregular-soft storey,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Irregular-torsion,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Low rise (<3 floors),Unknown,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Regular,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Irregular-torsion,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Mid rise (4-6 floors),Unknown,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Regular,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Irregular-soft storey,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Irregular-torsion,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,High-rise (7-12 floors),Unknown,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Regular,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Irregular-soft storey,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Irregular-torsion,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Tall (>12 floors),Unknown,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Regular,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Irregular-soft storey,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Irregular-torsion,Unknown,-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Unknown,Unknown,Unknown,Unknown,-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Regular,Unknown,-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Irregular-soft storey,Unknown,-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Irregular-torsion,Unknown,-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Low rise (<3 floors),Unknown,Unknown,-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Regular,Unknown,-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Irregular-soft storey,Unknown,-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Irregular-torsion,Unknown,-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Bolted connection,Moment frame,Mid rise (4-6 floors),Unknown,Unknown,-
Steel,Hot formed members,Bolted connection,Moment frame,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Bolted connection,Moment frame,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
